,Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
8352,True Star Gold Tommy Hilfiger for women,Floral Fruity,Kiwi,Red Currant,Citruses,Summer,Day,moderate,moderate,2.68,145
8353,True Star Men Tommy Hilfiger for men,Woody Spicy,Pink Grapefruit,Leather,Star Anise,Spring/Summer,Day,moderate,moderate,3.75,118
8354,Valentino Valentino for women,Floral Green,Hiacynth,Green Notes,Lily-of-the-Valley,All Season,Day,moderate,heavy,4.32,175
8355,Valentino Eau de Parfum Valentino for women,Floral Aldehyde,Magnolia,Pomelo,Mimosa,All Season,All Time,moderate,moderate,4.02,196
8356,Valentino Gold Valentino for women,Oriental Floral,Ginger,Cardamom,Cinnamon,Fall/Winter,Day,moderate,heavy,3.2,107
8357,Rock'n Dreams Valentino for women,Floral,Peach,iris,Woodsy Notes,Spring/Summer,Day,moderate,moderate,3.81,147
8358,Rock'n Rose Valentino for women,Floral,Rose,Black Currant,Vanilla,All Season,Day,moderate,moderate,3.45,751
8359,Rock'n Rose Pret-A-Porter Valentino for women,Floral Green,Rose,Vanilla,Orange Blossom,All Season,Day,moderate,moderate,3.58,132
8360,Rock'n'Rose Couture Valentino for women,Floral,Rose,Black Currant,Musk,All Season,All Time,moderate,moderate,3.86,417
8361,V Valentino for women,Floral Woody Musk,Sandalwood,Fig,Mandarin Orange,All Season,Day,moderate,moderate,3.89,422
8362,V Absolu Valentino for women,Floral Woody Musk,Bourbon Vanilla,Fig,Vodka,Fall/Winter,All Time,moderate,moderate,4.09,309
8363,V Ete Valentino for women,Floral Fruity,Violet,Bulgarian Rose,Litchi,Spring/Summer,Day,moderate,moderate,3.71,102
8364,V pour Homme Valentino for men,Oriental Woody,Pink Pepper,Vanilla,Tamarind,Fall/Winter,Night,long lasting,moderate,4.29,382
8365,Valentina Valentino for women,Oriental Floral,Vanille,tuber,Jasmine,All Season,Day,moderate,moderate,3.84,2049
8366,Valentina Acqua Floreale Valentino for women,Oriental Floral,Jasmine,Orange Blossom,Mimosa,Spring/Summer,Day,moderate,moderate,3.85,338
8367,Valentina Assoluto Valentino for women,Chypre Floral,tuber,Madagascar Vanilla,Tuberose,Fall/Winter,All Time,moderate,moderate,4.09,703
8368,Valentina Blush Valentino for women,Floral Fruity Gourmand,Praline,Sour Cherry,Orange Blossom,All Season,All Time,moderate,moderate,3.64,140
8369,Valentina Myrrh Assoluto Valentino for women,Oriental,Vanilla,Myrrh,Leather,Fall/Winter,All Time,moderate,heavy,4.46,98
8370,Valentina Oud Assoluto Valentino for women,Leather,Agarwood (Oud),Leather,Bulgarian Rose,Fall/Winter,Night,long lasting,heavy,3.91,201
8371,Valentina Pink Valentino for women,Floral Fruity Gourmand,Big Strawberry,May Rose,Blackberry,Spring/Summer,Day,moderate,moderate,4.03,338
8372,Valentina Poudre Valentino for women,Oriental Floral,Powdery Notes,Vanilla,iris,Fall/Winter,Day,moderate,heavy,4.01,412
8373,Valentina Rosa Assoluto Valentino for women,Oriental Floral,Rose,Raspberry,Praline,All Season,All Time,moderate,heavy,3.32,80
8374,Valentino Donna Valentino for women,Oriental Floral,iris,Bulgarian Rose,Vanilla,All Season,Day,moderate,moderate,4.0,1017
8375,Valentino Donna Acqua Valentino for women,Oriental Floral,Almond,Pear,Frangipani,All Season,Day,moderate,moderate,3.97,207
8376,Valentino Donna Rosa Verde Valentino for women,Floral Green,Bergamot,Mate,Ginger,Spring/Summer,Day,moderate,moderate,4.05,72
8377,Valentino Donna Noir Absolu Valentino for women,Oriental Floral,Liquor,Leather,Plum,Fall/Winter,Night,long lasting,moderate,3.87,83
8378,Valentino Noir Absolu Musc Essence Valentino for women and men,Floral Woody Musk,Aldehydes,Tonka Bean,Heliotrope,All Season,Night,long lasting,heavy,2.86,20
8379,Valentino Noir Absolu Oud Essence Valentino for women and men,Oriental Woody,Agarwood (Oud),Cedar,Myrtle,Winter,Night,long lasting,heavy,3.22,15
8380,Valentino Uomo Noir Absolu Valentino for men,Oriental Woody,Incense,Sandalwood,Cinnamon,Fall/Winter,Night,long lasting,heavy,4.02,158
8381,Valentino Uomo Valentino for men,Leather,Hazelnut,Chocolate,Leather,Fall/Winter,Night,long lasting,moderate,4.21,2162
8382,Valentino Uomo 2015 Valentino for men,Oriental,Chocolate,Roasted Coffee Beans,Hazelnut,Fall/Winter,Night,long lasting,heavy,3.96,172
8383,Valentino Uomo Acqua Valentino for men,Leather,iris,Tomato,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.58,194
8384,Valentino Uomo Intense  Valentino for men,Leather,iris,Vanilla,Leather,Fall/Winter,Night,long lasting,heavy,4.45,1138
8385,Vendetta Donna Valentino for women,Floral Fruity,Honey,Tuberose,Marigold,Fall/Winter,All Time,long lasting,heavy,4.09,167
8386,Vendetta Uomo Valentino for men,Leather,Oakmoss,Leather,Benzoin,Fall/Winter,All Time,long lasting,heavy,4.08,87
8387,Very Valentino Valentino for women,Floral Green,Violet,Magnolia,Musk,All Season,Day,moderate,moderate,3.78,440
8388,Very Valentino for Men Valentino for men,Oriental,Sandalwood,Lavender,Nutmeg,All Season,All Time,moderate,moderate,4.15,182
8389,Birmane Van Cleef & Arpels for women,Oriental Woody,Pineapple,Brazilian Rosewood,Tonka Bean,Fall/Winter,All Time,long lasting,moderate,4.11,237
8390,First Parfum Van Cleef & Arpels for women,Floral Aldehyde,Aldehydes,Carnation,Honey,All Season,Night,long lasting,moderate,3.89,76
8391,Gem Van Cleef & Arpels for women,Chypre Fruity,Plum,Ylang-Ylang,Civet,Fall/Winter,Night,long lasting,heavy,4.0,159
8392,In New York Van Cleef & Arpels for men,Aromatic Fougere,Italian Lemon,Sea Notes,Mandarin Orange,Spring/Summer,Day,moderate,heavy,3.95,117
8393,Midnight in Paris Van Cleef & Arpels for men,Oriental,Leather,Tonka Bean,Incense,Fall/Winter,Night,long lasting,moderate,4.18,3433
8394,Midnight in Paris Eau de Parfum Van Cleef & Arpels for men,Oriental,Leather,Tonka Bean,Incense,Fall/Winter,Night,long lasting,heavy,4.45,569
8395,Miss Arpels Van Cleef & Arpels for women,Floral Fruity,Basil,Green Notes,Peony,Spring/Summer,Day,moderate,moderate,3.4,85
8396,Van Cleef Van Cleef & Arpels for women,Oriental Floral,Marigold,Galbanum,Tonka Bean,Fall/Winter,Night,long lasting,heavy,4.09,421
8397,Van Cleef & Arpels pour Homme Van Cleef & Arpels for men,Leather,Rose,Leather,Oakmoss,Fall/Winter,Night,long lasting,heavy,4.06,646
8398,Zanzibar Van Cleef & Arpels for men,Woody Spicy,Ginger,Cardamom,Pepper,All Season,Day,moderate,moderate,4.18,111
8399,Ambre Imperial Van Cleef & Arpels for women and men,Oriental Spicy,Amber,Tonka Bean,Vanilla,Fall/Winter,All Time,moderate,heavy,4.32,258
8400,Bois Doré Van Cleef & Arpels for women and men,Oriental Woody,Tonka Bean,Vanilla,Almond,Fall/Winter,All Time,long lasting,heavy,4.41,110
8401,Collection Extraordinaire Bois d'Iris Van Cleef & Arpels for women,,iris,Driftwood,Vanilla,All Season,Day,long lasting,moderate,4.37,651
8402,Collection Extraordinaire California Reverie Van Cleef & Arpels for women,Floral,Jasmine Sambac,Neroli,Frangipani,Spring/Summer,Day,moderate,moderate,4.2,281
8403,Collection Extraordinaire Cologne Noire Van Cleef & Arpels for women and men,,Pepper,Ginger,Cardamom,All Season,All Time,moderate,moderate,3.84,152
8404,Collection Extraordinaire Muguet Blanc Van Cleef & Arpels for women,Floral,Lily-of-the-Valley,Peony,Green Notes,Spring/Summer,Day,moderate,heavy,4.07,145
8405,Collection Extraordinaire Orchidee Vanille Van Cleef & Arpels for women,Floral,Vanilla,Dark Chocolate,Vanilla orchid,Fall/Winter,All Time,long lasting,moderate,4.31,974
8406,Collection Extraordinaire Precious Oud Van Cleef & Arpels for women,Oriental Floral,Tuberose,Agarwood (Oud),Incense,Fall/Winter,Night,long lasting,heavy,4.1,374
8407,Collection Extraordinaire Rose Velours Van Cleef & Arpels for women,Floral,Rose,Violet Leaf,Honey,All Season,Day,moderate,moderate,3.98,265
8408,Moonlight Patchouli Van Cleef & Arpels for women and men,Woody Chypre,Patchouli Leaf,Bulgarian Rose,Suede,Fall/Winter,Night,moderate,moderate,4.49,179
8409,Néroli Amara Van Cleef & Arpels for women and men,Floral Green,Neroli,Cypress,Mandarin Orange,Spring/Summer,Day,long lasting,heavy,4.35,38
8410,Rêve de Cashmere Van Cleef & Arpels for women and men,Oriental Woody,Cashmirwood,Leather,Heliotrope,Fall/Winter,Night,long lasting,moderate,4.63,24
8411,Rose Rouge Van Cleef & Arpels for women and men,Oriental Floral,Rose,Black Currant,Cacao Pod,Fall/Winter,Day,long lasting,heavy,4.6,23
8412,Feerie Van Cleef & Arpels for women,Floral Fruity,Violet,Black Currant,Red Berries,All Season,All Time,moderate,moderate,3.81,1197
8413,Feerie Eau de Toilette Van Cleef & Arpels for women,Floral Fruity,Violet,Violet Leaf,Amalfi Lemon,Spring/Summer,Day,moderate,moderate,3.91,329
8414,Feerie Gold Van Cleef & Arpels for women,,Vanille,iris,Heliotrope,Fall/Winter,All Time,long lasting,moderate,4.31,55
8415,Feerie Rose des Neiges Van Cleef & Arpels for women,Floral Fruity,Rose,Litchi,Pink Pepper,All Season,Day,moderate,moderate,3.97,231
8416,Feerie Rubis  Van Cleef & Arpels for women,Floral Fruity,Red Currant,Raspberry,Litchi,Spring/Summer,Day,moderate,moderate,3.45,96
8417,Feerie Spring Blossom Van Cleef & Arpels for women,Floral Fruity,Cherry Blossom,Litchi,Peony,Spring/Summer,Day,moderate,heavy,3.87,76
8418,First Van Cleef & Arpels for women,Floral Aldehyde,Aldehydes,Narcissus,Hiacynth,All Season,All Time,long lasting,heavy,3.77,1347
8419,First Eau d'Ete 2007. Van Cleef & Arpels for women,Floral Aldehyde,Peony,Black Currant,Lily,Spring/Summer,Day,moderate,heavy,3.36,15
8420,First Eau de Parfum Intense Van Cleef & Arpels for women,Floral,Jasmine,iris,Mimosa,Fall/Winter,All Time,long lasting,heavy,3.74,44
8421,First Edition Blanche Van Cleef & Arpels for women,Floral Aldehyde,White Musk,White Rose,Jasmine,All Season,Day,moderate,moderate,4.05,46
8422,First Edition Or Van Cleef & Arpels for women,Floral Woody Musk,Lily-of-the-Valley,Jasmine,Bergamot,All Season,All Time,long lasting,heavy,4.63,25
8423,First Jasmin de Chine Van Cleef & Arpels for women,Floral Aldehyde,Jasmine,Aldehydes,Narcissus,All Season,All Time,moderate,heavy,4.0,15
8424,First Love Van Cleef & Arpels for women,Oriental Floral,Amber,Vanilla,Orchid,Fall/Winter,All Time,moderate,moderate,3.74,173
8425,First Pour l'Ete Van Cleef & Arpels for women,Floral Aldehyde,Rose,Peony,Aldehydes,All Season,Day,moderate,heavy,4.15,18
8426,First Premier Bouquet Van Cleef & Arpels for women,Floral Fruity,Sweet Pea,Bergamot,Lily-of-the-Valley,Spring,Day,moderate,moderate,3.82,243
8427,First Rosée D'Or Van Cleef & Arpels for women,Floral Aldehyde,Musk,Aldehydes,White Rose,Fall/Winter,Day,moderate,moderate,4.44,11
8428,First Summer Pour l'Ete Van Cleef & Arpels for women,Floral,Jasmine,Narcissus,Cassis,Spring/Summer,Day,weak,heavy,4.1,13
8429,So First Van Cleef & Arpels for women,Floral,Vanilla,Frangipani,Sandalwood,All Season,Day,moderate,moderate,3.79,89
8430,Un Air de First Van Cleef & Arpels for women,Floral,Aldehydes,Galbanum,Jasmine,Spring/Summer,Day,moderate,heavy,4.1,263
8431,Les Saisons Automne Van Cleef & Arpels for women,Floral Woody Musk,Lily,Sandalwood,Cedar,Fall/Winter,Day,moderate,moderate,4.03,101
8432,Les Saisons Été Van Cleef & Arpels for women,Floral Fruity,Lily-of-the-Valley,Blackberry,Aldehydes,Spring/Summer,Day,moderate,moderate,3.6,59
8433,Les Saisons Hiver Van Cleef & Arpels for women,Floral Green,Lime,White Pepper,Musk,All Season,Day,moderate,heavy,3.99,96
8434,Les Saisons Printemps Van Cleef & Arpels for women,Floral Green,Lemon Verbena,Lemon,Musk,Spring/Summer,Day,moderate,heavy,4.0,58
8435,Murmure Van Cleef & Arpels for women,Floral,Jasmine,Lily,Freesia,Spring/Summer,Day,long lasting,moderate,3.39,201
8436,Murmure Ylang Ylang de Madagascar Van Cleef & Arpels for women,Floral,Jasmine,White Flowers,Madagascar Ylang-Ylang,Spring,Day,long lasting,heavy,3.89,23
8437,Aqua Oriens Van Cleef & Arpels for women,Floral Aquatic,Pear,Lime,Orange Blossom,Spring/Summer,Day,moderate,moderate,3.97,145
8438,Oriens Van Cleef & Arpels for women,Chypre Floral,Raspberry,Patchouli,Praline,All Season,All Time,moderate,moderate,3.68,942
8439,Reve Van Cleef & Arpels for women,Floral Fruity,Pear,Peony,Lily,Spring/Summer,Day,moderate,moderate,3.64,309
8440,Rêve Elixir Van Cleef & Arpels for women,Floral Fruity,Pear,Peach Blossom,Frangipani,Spring/Summer,Day,moderate,moderate,3.82,89
8441,Reve Enchante Van Cleef & Arpels for women,Floral Fruity,Pear,Clementine,Peach Blossom,Spring/Summer,Day,moderate,heavy,3.29,22
8442,Eau du Tsar Van Cleef & Arpels for men,Woody Aromatic,Sandalwood,Lavender,Cardamom,All Season,Day,moderate,heavy,3.57,30
8443,Tsar Van Cleef & Arpels for men,Woody Aromatic,Green Notes,Oakmoss,Pine Tree,Fall/Winter,Day,long lasting,heavy,4.03,854
8444,Forever Vera Vera Wang for women,Floral Woody Musk,Lilac,iris,Sandalwood,Spring/Summer,Day,moderate,moderate,3.75,86
8445,Look Vera Wang for women,Chypre Floral,Lily,Green Notes,Green Apple,Spring/Summer,Day,moderate,moderate,3.42,283
8446,Be Jeweled Vera Wang for women,Floral Fruity Gourmand,Passionfruit,Red Currant,Champagne,Spring/Summer,Day,moderate,moderate,3.71,269
8447,Be Jeweled Rouge Vera Wang for women,Floral Fruity,Red Currant,Praline,Wild berries,All Season,Day,moderate,moderate,3.83,103
8448,Embrace Rose Buds and Vanilla Vera Wang for women,Oriental Floral,Rose,Vanilla,Musk,All Season,Day,moderate,moderate,3.69,186
8449,Green Tea & Pear Blossom Vera Wang for women,Floral Woody Musk,Pear Blossom,Green Tea,Bergamot,Spring/Summer,Day,moderate,moderate,3.86,141
8450,Marigold and Gardenia Vera Wang for women,Floral Woody Musk,Melon,Gardenia,Mango,Spring/Summer,Day,moderate,moderate,3.47,81
8451,Periwinkle & Iris Vera Wang for women,Oriental Floral,iris,Violet,Whipped cream,All Season,Day,moderate,moderate,3.7,162
8452,Lovestruck Vera Wang for women,Floral,Guava,Musk,Lotus,Spring/Summer,Day,moderate,moderate,3.83,945
8453,Lovestruck Floral Rush Vera Wang for women,Floral,Champagne,Freesia,Apricot Blossom,Spring/Summer,Day,moderate,moderate,3.43,236
8454,Flower Princess Vera Wang for women,Floral Fruity,Water Lily,Jasmine,Tangerine,Spring/Summer,Day,moderate,moderate,3.59,422
8455,Glam Princess Vera Wang for women,Floral Fruity Gourmand,Guava,Cashmere Wood,Marshmallow,Spring/Summer,Day,moderate,moderate,3.53,347
8456,Hippie Princess Vera Wang for women,Floral Fruity,Mango,Apricot,Apple Blossom,Spring/Summer,Day,moderate,moderate,4.33,107
8457,Pink Princess Vera Wang for women,Floral Fruity,Marshmallow,Raspberry,Pink Grapefruit,Spring/Summer,Day,moderate,moderate,3.98,292
8458,Preppy Princess Vera Wang for women,Floral Fruity,Red Berries,Jasmine,Woodsy Notes,Spring/Summer,Day,moderate,moderate,3.45,329
8459,Princess Vera Wang for women,Oriental Floral,Vanilla,Dark Chocolate,Guava,All Season,Day,moderate,moderate,3.68,4043
8460,Princess Night Vera Wang for women,Floral Fruity,Sugar,Vanille,Raspberry,Fall/Winter,Night,moderate,moderate,4.15,650
8461,Princess Noir Vera Wang for women,Floral Fruity Gourmand,Patchouli,Black Currant,Chocolate,Fall/Winter,Night,weak,moderate,4.0,44
8462,Princess of Hearts Vera Wang for women,Floral Fruity,Wild Strawberry,Watermelon,Whipped cream,Spring/Summer,Day,moderate,moderate,3.98,63
8463,Princess Power Vera Wang for women,Floral Fruity,Jasmine,White Woods,Rose,Spring,Day,weak,moderate,3.5,61
8464,Princess Revolution Vera Wang for women,Floral Fruity,Watermelon,Sour Cherry,Blood Orange,Spring/Summer,Day,weak,moderate,3.88,52
8465,Rock Princess Vera Wang for women,Floral Fruity,Raspberry,Cashmere Wood,Coconut,All Season,All Time,moderate,moderate,3.53,493
8466,Bouquet Vera Wang for women,Floral,Honeysuckle,Cassis,Narcissus,Spring/Summer,Day,moderate,moderate,3.77,237
8467,Sheer Veil Vera Wang for women,Floral,Lily,Violet,Lavender,Spring/Summer,Day,moderate,moderate,3.86,238
8468,Truly Pink Vera Wang for women,Floral,Pink Rose,Peony,Lily-of-the-Valley,Spring/Summer,Day,moderate,moderate,3.81,227
8469,Vera Wang Vera Wang for women,Floral,Lily,Lily-of-the-Valley,Gardenia,All Season,Day,moderate,moderate,3.71,872
8470,Vera Wang Anniversary Vera Wang for women,Floral Woody Musk,Gardenia,Sicilian Bergamot,Orange Blossom,Spring/Summer,All Time,moderate,heavy,3.82,74
8471,Blonde Versace for women,Floral,Tuberose,Gardenia,Narcissus,All Season,All Time,long lasting,heavy,3.85,565
8472,Crystal Noir Versace for women,Oriental Floral,Coconut,Gardenia,Pepper,Fall/Winter,Night,long lasting,heavy,3.77,6284
8473,Dreamer Versace for men,Oriental Fougere,Tobacco,Lavender,Tonka Bean,Fall/Winter,All Time,long lasting,moderate,3.9,3087
8474,Gianni Versace Versace for women,Chypre Floral,Benzoin,Myrrh,Oakmoss,Fall/Winter,Night,long lasting,heavy,4.27,140
8475,V'E Versace for women,Chypre Floral,Rose,Narcissus,Ylang-Ylang,All Season,All Time,moderate,moderate,3.92,99
8476,Versace 2 Thousand Versace for women,Floral Woody Musk,Floral Notes,Green Notes,Spices,Summer,Day,moderate,heavy,3.6,7
8477,Versace L'Homme Versace for men,Leather,Lemon,Leather,Carnation,Fall/Winter,All Time,long lasting,heavy,3.9,748
8478,Versense Versace for women,Woody Floral Musk,Bergamot,Citruses,Green Mandarin,Spring/Summer,Day,moderate,moderate,4.0,2805
8479,Bright Crystal Versace for women,Floral Fruity,Peony,Yuzu,Pomegranate,Spring/Summer,Day,moderate,moderate,3.65,6141
8480,Bright Crystal Absolu Versace for women,Floral Fruity,Peony,Raspberry,Pomegranate,Spring/Summer,Day,long lasting,moderate,3.84,853
8481,Eros Versace for men,Aromatic Fougere,Madagascar Vanilla,Mint,Tonka Bean,All Season,All Time,long lasting,heavy,3.83,4053
8482,Couture Jasmine Versace for women,Floral,Jasmine,Rose,Ylang-Ylang,All Season,All Time,moderate,heavy,4.4,12
8483,Couture Tuberose Versace for women,Floral,Tuberose,Almond,Ambroxan,All Season,All Time,moderate,heavy,4.42,18
8484,Couture Violet Versace for women,Floral,Violet,Musk,Heliotrope,All Season,Day,moderate,heavy,4.47,18
8485,Gianni Versace Couture Versace for women,,Almond Blossom,Heliotrope,Jasmine,Fall/Winter,All Time,weak,moderate,4.47,25
8486,Jeans Couture Glam Versace for women,Floral Woody Musk,Fuchsia,Aldehydes,Pink Pepper,All Season,All Time,moderate,moderate,3.0,85
8487,Jeans Couture Man Versace for men,Aromatic Fougere,Myrtle,Musk,Cardamom,Spring/Summer,Day,moderate,moderate,4.3,87
8488,Jeans Couture Woman Versace for women,Floral Fruity,Orange Blossom,Jasmine,Plum,All Season,All Time,moderate,moderate,3.68,130
8489,Vanitas Versace for women,Floral,Tiare Flower,Freesia,Lime,Spring/Summer,Day,moderate,moderate,3.75,1125
8490,Vanitas Eau de Toilette Versace for women,Floral Woody Musk,Freesia,Rose,Tea,Spring/Summer,Day,moderate,moderate,3.72,248
8491,Versace Essence Emotional Versace for women,Floral Green,Mango,Ylang-Ylang,Vanilla,All Season,All Time,moderate,moderate,3.67,49
8492,Versace Essence Ethereal Versace for women,Floral Green,iris,Violet,Wisteria,Spring/Summer,Day,moderate,heavy,3.44,53
8493,Versace Essence Exciting Versace for women,Floral Green,Green Notes,Freesia,Lily,Spring,Day,moderate,moderate,3.0,37
8494,Baby Blue Jeans Versace for men,Citrus Aromatic,Lime,Musk,Vanilla,Spring/Summer,Day,moderate,moderate,3.42,235
8495,Baby Rose Jeans Versace for women,Floral,Violet,Hyacinth,Vanilla,Spring/Summer,Day,moderate,moderate,3.84,480
8496,Black Jeans Versace for men,Woody Floral Musk,Leather,Tarragon,Geranium,All Season,All Time,long lasting,heavy,4.08,149
8497,Blue Jeans Versace for men,Aromatic Fougere,Lavender,Vanilla,Citruses,All Season,Day,long lasting,moderate,3.79,1876
8498,Green Jeans Versace for men,Woody,Fir,Lime,Lemon,All Season,Day,long lasting,heavy,3.28,137
8499,Jeans Woman Versace for women,Floral,Lilac,Jasmine,African Orange flower,Spring,Night,long lasting,heavy,3.5,13
8500,Metal Jeans  Men Versace for men,Woody Aquatic,Watermelon,Water Notes,Guaiac Wood,Spring/Summer,Day,moderate,moderate,4.16,99
8501,Metal Jeans Women Versace for women,Floral,Lilac,Neroli,Nutmeg,All Season,Day,moderate,moderate,3.49,69
8502,Red Jeans Versace for women,Floral Fruity,Peach,Apricot,Rose,Spring/Summer,Day,moderate,moderate,3.17,1134
8503,White Jeans Versace for women,Chypre Floral,Spices,Vanilla,Cinnamon,Fall/Winter,All Time,long lasting,heavy,3.69,112
8504,Yellow Jeans Versace for women,Floral Green,Tea,Mandarin Orange,Cedar,Spring/Summer,Day,moderate,moderate,3.46,153
8505,Versace Man Versace for men,Woody Spicy,Tobacco,Saffron,Amber,Fall/Winter,Night,long lasting,heavy,4.19,1021
8506,Versace Man Eau Fraiche Versace for men,Woody Aquatic,Lemon,Bergamot,Carambola (Star Fruit),Summer,Day,moderate,moderate,4.12,4679
8507,Versace Pour Femme Versace for women,Floral,Lilac,Guava,Jasmine,Spring/Summer,Day,moderate,moderate,3.98,1164
8508,Versace Pour Femme Dylan Blue Versace for women,Floral Fruity,Granny Smith apple,Peach,Clover,Spring/Summer,Day,moderate,heavy,3.2,354
8509,Versace Pour Femme Oud Oriental Versace for women,Oriental Woody,Agarwood (Oud),Rose,Leather,Fall/Winter,All Time,long lasting,heavy,3.99,161
8510,Versace Pour Homme Versace for men,Aromatic Fougere,Lemon,Neroli,Bergamot,Spring/Summer,Day,moderate,moderate,4.27,4800
8511,Versace Pour Homme Dylan Blue Versace for men,Aromatic Fougere,Ambroxan,Grapefruit,Calabrian bergamot,Spring/Summer,All Time,long lasting,moderate,3.85,1780
8512,Versace Pour Homme Oud Noir Versace for men,Oriental Woody,Agarwood (Oud),Spices,Oriental Woodsy notes,Fall/Winter,Night,moderate,moderate,4.13,853
8513,Versace Woman Versace for women,Floral Woody Musk,Raspberry,Rose,Musk,All Season,Day,moderate,moderate,3.58,983
8514,Versace Woman Summer Versace for women,Floral Green,Jasmine,Mandarin Orange,Honeysuckle,All Season,Day,long lasting,heavy,3.29,29
8515,V/S Homme Versace for men,Aromatic Fougere,Lavender,Nutmeg,Rose,All Season,Day,long lasting,moderate,3.89,92
8516,V/S Versus Versace for women,Floral Fruity,Cinnamon,Cedar,Lime,All Season,All Time,long lasting,heavy,4.11,138
8517,Versus Versace for women,Floral Fruity,Kumquat,Amalfi Lemon,Star apple,Spring/Summer,Day,moderate,moderate,3.55,826
8518,Versus Donna Versace for women,Oriental Floral,Raspberry,Plum,Violet,Fall/Winter,All Time,long lasting,heavy,3.83,163
8519,Versus Uomo Versace for men,Oriental Woody,Lavender,Brazilian Rosewood,Lime,Fall/Winter,All Time,long lasting,heavy,4.16,239
8520,Versus Time for Action Versace for women and men,Woody Aromatic,Grapefruit,Lemon Verbena,Lemon Tree,All Season,Day,long lasting,heavy,2.84,23
8521,Versus Time For Energy Versace for women and men,Floral Green,Yuzu,Lemon Tree,Green Tea,Spring/Summer,Day,long lasting,heavy,3.52,60
8522,Versus Time For Pleasure Versace for women,Floral Fruity,Blackberry,Raspberry,Strawberry,Summer,Day,moderate,moderate,3.96,176
8523,Yellow Diamond Versace for women,Floral,Amalfi Lemon,Mimosa,Pear,Spring/Summer,Day,moderate,moderate,3.58,2036
8524,Yellow Diamond Intense Versace for women,Floral,Citron,Pear,Orange Blossom,Spring/Summer,Day,moderate,heavy,3.7,290
8525,Angels Only Victoria's Secret for women,Floral,Apple Blossom,Violet,Freesia,Spring/Summer,Day,moderate,moderate,3.61,117
8526,Basic Instinct Victoria's Secret for women,Floral Fruity,Plum,Patchouli,Gardenia,Fall/Winter,Night,moderate,heavy,3.64,257
8527,Body by Victoria 2002 Victoria's Secret for women,Floral Woody Musk,White Musk,Cucumber,Peony,Spring/Summer,Day,moderate,moderate,4.18,390
8528,Body by Victoria 2012 Victoria's Secret for women,Floral Aquatic,Mandarin Orange,Raspberry Leaf,Orange Blossom,Spring/Summer,Day,moderate,moderate,3.99,146
8529,Body by Victoria 2014 Victoria's Secret for women,Floral Green,Water Hyacinth,Green Leaves,Freesia,Spring/Summer,Day,moderate,moderate,3.87,97
8530,Breathless Victoria's Secret for women,Floral,Neroli,Mandarin Orange,Sandalwood,Spring/Summer,Day,moderate,heavy,3.87,208
8531,Exotic Bloom Victoria's Secret for women,Floral Fruity,Orchid,Coconut,Musk,Summer,Day,moderate,heavy,3.94,20
8532,Fabulous Victoria's Secret for women,Floral Fruity,Apricot,Red Currant,Whipped cream,Spring/Summer,Day,moderate,moderate,4.04,135
8533,Fabulous (2015) Victoria's Secret for women,Floral Fruity,Osmanthus,Pink Freesia,Red Currant,Spring/Summer,Day,moderate,heavy,4.05,25
8534,Fearless Victoria's Secret for women,Floral Fruity,iris,Black Currant,Orris Root,Fall/Winter,Night,moderate,moderate,3.79,168
8535,Forever Sexy Victoria's Secret for women,Oriental Floral,Solar notes,Orange,Amber,Spring/Summer,Day,moderate,heavy,3.97,126
8536,Glamour Victoria's Secret for women,Floral Fruity,Mango,Amber,Gardenia,Spring/Summer,Day,weak,moderate,4.11,76
8537,Gorgeous Victoria's Secret for women,Floral Fruity,Strawberry,Jasmine,Freesia,Spring/Summer,Day,weak,moderate,3.91,255
8538,Heavenly Eau de Parfum Victoria's Secret for women,Oriental,White Musk,Sandalwood,Vanilla,Fall/Winter,Day,moderate,moderate,3.91,182
8539,Incredible Victoria's Secret for women,Floral Fruity,Peach,Coconut,Pear,All Season,Day,moderate,moderate,4.0,236
8540,Incredible Daring Victoria's Secret for women,Floral,African Orange flower,Freesia,Musk,Spring/Summer,Day,weak,moderate,4.23,88
8541,Intense Victoria's Secret for women,Oriental Vanilla,Plum,Praline,Coconut,Fall/Winter,Night,long lasting,heavy,4.13,118
8542,London Victoria's Secret for women,Floral,Mandarin Orange,Bulgarian Rose,Violet Leaf,All Season,Day,moderate,moderate,4.07,53
8543,Love is Heavenly Victoria's Secret for women,Floral Fruity,Kiwi,Blackberry,Orange,Spring/Summer,Day,moderate,moderate,3.99,173
8544,Love is Heavenly (2016) Victoria's Secret for women,Floral Fruity,Mandarin Blossom,Freesia,Water Lily,Spring/Summer,Day,moderate,heavy,4.18,60
8545,Love Rocks Victoria's Secret for women,Floral Fruity,Vanille,Amber,Musk,Fall/Winter,Night,moderate,moderate,3.74,251
8546,Night Victoria's Secret for women,Oriental Floral,Plum,Orchid,Apple,Fall/Winter,Night,moderate,moderate,4.02,272
8547,Passionate Kisses Victoria's Secret for women,Floral Fruity,Cherry,Vanille,Blackberry,All Season,Day,moderate,moderate,3.92,140
8548,Rapture Victoria's Secret for women,Oriental Spicy,Amber,Orange Blossom,Heliotrope,Fall/Winter,Night,long lasting,heavy,3.37,574
8549,Sexual Star Victoria's Secret for women,Floral Fruity,Apricot,Honey,African Orange flower,All Season,Night,weak,soft,3.81,24
